Proportional Fair, 0.582095, 0.025
Proportional Fair, 0.653191, 0.05
Proportional Fair, 0.68386, 0.075
Proportional Fair, 0.70354, 0.1
Proportional Fair, 0.705231, 0.125
Proportional Fair, 0.769343, 0.15
Proportional Fair, 0.828746, 0.175
Proportional Fair, 0.864323, 0.2
Proportional Fair, 0.940308, 0.225
Proportional Fair, 0.940308, 0.25
Proportional Fair, 0.99603, 0.275
Proportional Fair, 1.12053, 0.3
Proportional Fair, 1.15917, 0.325
Proportional Fair, 1.35822, 0.35
Proportional Fair, 1.45524, 0.375
Proportional Fair, 1.46688, 0.4
Proportional Fair, 1.93011, 0.425
Proportional Fair, 2.32838, 0.45
Proportional Fair, 2.69152, 0.475
Proportional Fair, 3.17354, 0.5
Proportional Fair, 427840, 0.525
Proportional Fair, 470154, 0.55
Proportional Fair, 506694, 0.575
Proportional Fair, 522952, 0.6
Proportional Fair, 534058, 0.625
Proportional Fair, 574282, 0.65
Proportional Fair, 591484, 0.675
Proportional Fair, 592679, 0.7
Proportional Fair, 706590, 0.725
Proportional Fair, 730783, 0.75
Proportional Fair, 751196, 0.775
Proportional Fair, 810024, 0.8
Proportional Fair, 830025, 0.825
Proportional Fair, 1.04991e+06, 0.85
Proportional Fair, 1.11805e+06, 0.875
Proportional Fair, 1.13185e+06, 0.9
Proportional Fair, 1.45717e+06, 0.925
Proportional Fair, 1.70965e+06, 0.95
Proportional Fair, 1.98227e+06, 0.975
Proportional Fair, 2.48156e+06, 1
Proportional Fair, 0.70354, 0.025
Proportional Fair, 0.719059, 0.05
Proportional Fair, 0.723789, 0.075
Proportional Fair, 0.758731, 0.1
Proportional Fair, 0.821015, 0.125
Proportional Fair, 0.821782, 0.15
Proportional Fair, 0.85568, 0.175
Proportional Fair, 0.873143, 0.2
Proportional Fair, 0.913944, 0.225
Proportional Fair, 1.10216, 0.25
Proportional Fair, 1.25374, 0.275
Proportional Fair, 1.38013, 0.3
Proportional Fair, 1.46688, 0.325
Proportional Fair, 1.46688, 0.35
Proportional Fair, 1.58069, 0.375
Proportional Fair, 2.19109, 0.4
Proportional Fair, 2.82092, 0.425
Proportional Fair, 3.08567, 0.45
Proportional Fair, 3.32303, 0.475
Proportional Fair, 3.59529, 0.5
Proportional Fair, 497488, 0.525
Proportional Fair, 517418, 0.55
Proportional Fair, 558457, 0.575
Proportional Fair, 559268, 0.6
Proportional Fair, 564185, 0.625
Proportional Fair, 578651, 0.65
Proportional Fair, 594222, 0.675
Proportional Fair, 604484, 0.7
Proportional Fair, 630916, 0.725
Proportional Fair, 845686, 0.75
Proportional Fair, 905481, 0.775
Proportional Fair, 1.06296e+06, 0.8
Proportional Fair, 1.13185e+06, 0.825
Proportional Fair, 1.146e+06, 0.85
Proportional Fair, 1.19065e+06, 0.875
Proportional Fair, 1.63561e+06, 0.9
Proportional Fair, 2.15718e+06, 0.925
Proportional Fair, 2.33694e+06, 0.95
Proportional Fair, 2.55427e+06, 0.975
Proportional Fair, 2.69647e+06, 1
Proportional Fair, 0.707174, 0.025
Proportional Fair, 0.805978, 0.05
Proportional Fair, 0.85568, 0.075
Proportional Fair, 0.913944, 0.1
Proportional Fair, 0.947597, 0.125
Proportional Fair, 0.997878, 0.15
Proportional Fair, 1.12053, 0.175
Proportional Fair, 1.41435, 0.2
Proportional Fair, 1.528, 0.225
Proportional Fair, 1.57006, 0.25
Proportional Fair, 1.58069, 0.275
Proportional Fair, 1.59443, 0.3
Proportional Fair, 2.23323, 0.325
Proportional Fair, 2.71644, 0.35
Proportional Fair, 2.87624, 0.375
Proportional Fair, 2.99608, 0.4
Proportional Fair, 3.02796, 0.425
Proportional Fair, 3.33382, 0.45
