% time	cellId	IMSI	RNTI	rsrp	sinr	ComponentCarrierId
0.00521428	1	4	0	3.99716e-11	84275	0
0.00521428	1	5	0	1.98959e-12	4194.8	0
0.00521428	2	6	0	2.09076e-12	4408.1	0
0.00521428	2	7	0	2.66317e-12	5614.94	0
0.00521428	2	8	0	6.20262e-11	130774	0
0.00521428	2	9	0	6.79851e-12	14333.8	0
0.00521428	2	10	0	2.95219e-11	62243.1	0
0.00521428	3	11	0	1.82885e-11	38558.9	0
0.00521428	3	12	0	5.97369e-12	12594.7	0
0.00521428	3	13	0	5.01955e-12	10583.1	0
0.00521428	3	14	0	2.5549e-12	5386.67	0
0.00521428	3	15	0	1.71512e-10	361612	0
0.00521428	4	16	0	9.95436e-12	20987.5	0
0.00521428	4	17	0	8.82149e-12	18599	0
0.00521428	4	18	0	1.90509e-12	4016.63	0
0.00521428	4	19	0	1.75937e-12	3709.41	0
0.00521428	4	20	0	1.09183e-11	23019.9	0
0.00621428	1	1	0	3.73396e-12	7872.57	0
0.00621428	1	2	0	2.01179e-12	4241.61	0
0.00621428	1	3	0	3.66199e-12	7720.83	0
0.00621428	1	4	0	3.99716e-11	84275	0
0.00621428	1	5	0	1.98959e-12	4194.8	0
0.00621428	2	6	0	2.09076e-12	4408.1	0
0.00621428	2	7	0	2.66317e-12	5614.94	0
0.00621428	2	8	0	6.20262e-11	130774	0
0.00621428	2	9	0	6.79851e-12	14333.8	0
0.00621428	2	10	0	2.95219e-11	62243.1	0
0.00621428	3	11	0	1.82885e-11	38558.9	0
0.00621428	3	12	0	5.97369e-12	12594.7	0
0.00621428	3	13	0	5.01955e-12	10583.1	0
0.00621428	3	14	0	2.5549e-12	5386.67	0
0.00621428	3	15	0	1.71512e-10	361612	0
0.00621428	4	16	0	9.95436e-12	20987.5	0
0.00621428	4	17	0	8.82149e-12	18599	0
0.00621428	4	18	0	1.90509e-12	4016.63	0
0.00621428	4	19	0	1.75937e-12	3709.41	0
0.00621428	4	20	0	1.09183e-11	23019.9	0
0.00721428	1	1	0	3.73396e-12	7872.57	0
0.00721428	1	2	0	2.01179e-12	4241.61	0
0.00721428	1	3	0	3.66199e-12	7720.83	0
0.00721428	1	4	0	3.99716e-11	84275	0
0.00721428	1	5	0	1.98959e-12	4194.8	0
0.00721428	2	6	0	2.09076e-12	4408.1	0
0.00721428	2	7	0	2.66317e-12	5614.94	0
0.00721428	2	8	0	6.20262e-11	130774	0
0.00721428	2	9	0	6.79851e-12	14333.8	0
0.00721428	2	10	0	2.95219e-11	62243.1	0
0.00721428	3	11	0	1.82885e-11	38558.9	0
0.00721428	3	12	0	5.97369e-12	12594.7	0
0.00721428	3	13	0	5.01955e-12	10583.1	0
0.00721428	3	14	0	2.5549e-12	5386.67	0
0.00721428	3	15	0	1.71512e-10	361612	0
0.00721428	4	16	0	9.95436e-12	20987.5	0
0.00721428	4	17	0	8.82149e-12	18599	0
0.00721428	4	18	0	1.90509e-12	4016.63	0
0.00721428	4	19	0	1.75937e-12	3709.41	0
0.00721428	4	20	0	1.09183e-11	23019.9	0
0.00821428	1	1	0	3.73396e-12	7872.57	0
0.00821428	1	2	0	2.01179e-12	4241.61	0
0.00821428	1	3	0	3.66199e-12	7720.83	0
0.00821428	1	4	0	3.99716e-11	84275	0
0.00821428	1	5	0	1.98959e-12	4194.8	0
0.00821428	2	6	0	2.09076e-12	4408.1	0
0.00821428	2	7	0	2.66317e-12	5614.94	0
0.00821428	2	8	0	6.20262e-11	130774	0
0.00821428	2	9	0	6.79851e-12	14333.8	0
0.00821428	2	10	0	2.95219e-11	62243.1	0
0.00821428	3	11	0	1.82885e-11	38558.9	0
0.00821428	3	12	0	5.97369e-12	12594.7	0
0.00821428	3	13	0	5.01955e-12	10583.1	0
0.00821428	3	14	0	2.5549e-12	5386.67	0
0.00821428	3	15	0	1.71512e-10	361612	0
0.00821428	4	16	0	9.95436e-12	20987.5	0
0.00821428	4	17	0	8.82149e-12	18599	0
0.00821428	4	18	0	1.90509e-12	4016.63	0
0.00821428	4	19	0	1.75937e-12	3709.41	0
0.00821428	4	20	0	1.09183e-11	23019.9	0
0.00921428	1	1	0	3.73396e-12	7872.57	0
0.00921428	1	2	0	2.01179e-12	4241.61	0
0.00921428	1	3	0	3.66199e-12	7720.83	0
0.00921428	1	4	0	3.99716e-11	84275	0
0.00921428	1	5	0	1.98959e-12	4194.8	0
0.00921428	2	6	0	2.09076e-12	4408.1	0
0.00921428	2	7	0	2.66317e-12	5614.94	0
0.00921428	2	8	0	6.20262e-11	130774	0
0.00921428	2	9	0	6.79851e-12	14333.8	0
0.00921428	2	10	0	2.95219e-11	62243.1	0
0.00921428	3	11	0	1.82885e-11	38558.9	0
0.00921428	3	12	0	5.97369e-12	12594.7	0
0.00921428	3	13	0	5.01955e-12	10583.1	0
0.00921428	3	14	0	2.5549e-12	5386.67	0
0.00921428	3	15	0	1.71512e-10	361612	0
0.00921428	4	16	0	9.95436e-12	20987.5	0
0.00921428	4	17	0	8.82149e-12	18599	0
0.00921428	4	18	0	1.90509e-12	4016.63	0
0.00921428	4	19	0	1.75937e-12	3709.41	0
0.00921428	4	20	0	1.09183e-11	23019.9	0
0.0102143	1	1	0	3.73396e-12	7872.57	0
0.0102143	1	2	0	2.01179e-12	4241.61	0
0.0102143	1	3	0	3.66199e-12	7720.83	0
0.0102143	1	4	0	3.99716e-11	84275	0
0.0102143	1	5	0	1.98959e-12	4194.8	0
0.0102143	2	6	0	2.09076e-12	4408.1	0
0.0102143	2	7	0	2.66317e-12	5614.94	0
0.0102143	2	8	0	6.20262e-11	130774	0
0.0102143	2	9	0	6.79851e-12	14333.8	0
0.0102143	2	10	0	2.95219e-11	62243.1	0
0.0102143	3	11	0	1.82885e-11	38558.9	0
0.0102143	3	12	0	5.97369e-12	12594.7	0
0.0102143	3	13	0	5.01955e-12	10583.1	0
0.0102143	3	14	0	2.5549e-12	5386.67	0
0.0102143	3	15	0	1.71512e-10	361612	0
0.0102143	4	16	0	9.95436e-12	20987.5	0
0.0102143	4	17	0	8.82149e-12	18599	0
0.0102143	4	18	0	1.90509e-12	4016.63	0
0.0102143	4	19	0	1.75937e-12	3709.41	0
0.0102143	4	20	0	1.09183e-11	23019.9	0
0.0112143	1	1	0	3.73396e-12	7872.57	0
0.0112143	1	2	0	2.01179e-12	4241.61	0
0.0112143	1	3	0	3.66199e-12	7720.83	0
0.0112143	1	4	0	3.99716e-11	84275	0
0.0112143	1	5	0	1.98959e-12	4194.8	0
0.0112143	2	6	0	2.09076e-12	4408.1	0
0.0112143	2	7	0	2.66317e-12	5614.94	0
0.0112143	2	8	0	6.20262e-11	130774	0
0.0112143	2	9	0	6.79851e-12	14333.8	0
0.0112143	2	10	0	2.95219e-11	62243.1	0
0.0112143	3	11	0	1.82885e-11	38558.9	0
0.0112143	3	12	0	5.97369e-12	12594.7	0
0.0112143	3	13	0	5.01955e-12	10583.1	0
0.0112143	3	14	0	2.5549e-12	5386.67	0
0.0112143	3	15	0	1.71512e-10	361612	0
0.0112143	4	16	0	9.95436e-12	20987.5	0
0.0112143	4	17	0	8.82149e-12	18599	0
0.0112143	4	18	0	1.90509e-12	4016.63	0
0.0112143	4	19	0	1.75937e-12	3709.41	0
0.0112143	4	20	0	1.09183e-11	23019.9	0
0.0122143	1	1	0	3.73396e-12	7872.57	0
0.0122143	1	2	0	2.01179e-12	4241.61	0
0.0122143	1	3	0	3.66199e-12	7720.83	0
0.0122143	1	4	0	3.99716e-11	84275	0
0.0122143	1	5	0	1.98959e-12	4194.8	0
0.0122143	2	6	0	2.09076e-12	4408.1	0
0.0122143	2	7	0	2.66317e-12	5614.94	0
0.0122143	2	8	0	6.20262e-11	130774	0
0.0122143	2	9	0	6.79851e-12	14333.8	0
0.0122143	2	10	0	2.95219e-11	62243.1	0
0.0122143	3	11	0	1.82885e-11	38558.9	0
0.0122143	3	12	0	5.97369e-12	12594.7	0
0.0122143	3	13	0	5.01955e-12	10583.1	0
0.0122143	3	14	0	2.5549e-12	5386.67	0
0.0122143	3	15	0	1.71512e-10	361612	0
0.0122143	4	16	0	9.95436e-12	20987.5	0
0.0122143	4	17	0	8.82149e-12	18599	0
0.0122143	4	18	0	1.90509e-12	4016.63	0
0.0122143	4	19	0	1.75937e-12	3709.41	0
0.0122143	4	20	0	1.09183e-11	23019.9	0
0.0132143	1	1	0	3.73396e-12	7872.57	0
0.0132143	1	2	0	2.01179e-12	4241.61	0
0.0132143	1	3	0	3.66199e-12	7720.83	0
0.0132143	1	4	0	3.99716e-11	84275	0
0.0132143	1	5	0	1.98959e-12	4194.8	0
0.0132143	2	6	0	2.09076e-12	4408.1	0
0.0132143	2	7	0	2.66317e-12	5614.94	0
0.0132143	2	8	0	6.20262e-11	130774	0
0.0132143	2	9	0	6.79851e-12	14333.8	0
0.0132143	2	10	0	2.95219e-11	62243.1	0
0.0132143	3	11	0	1.82885e-11	38558.9	0
0.0132143	3	12	0	5.97369e-12	12594.7	0
0.0132143	3	13	0	5.01955e-12	10583.1	0
0.0132143	3	14	0	2.5549e-12	5386.67	0
0.0132143	3	15	0	1.71512e-10	361612	0
0.0132143	4	16	0	9.95436e-12	20987.5	0
0.0132143	4	17	0	8.82149e-12	18599	0
0.0132143	4	18	0	1.90509e-12	4016.63	0
0.0132143	4	19	0	1.75937e-12	3709.41	0
0.0132143	4	20	0	1.09183e-11	23019.9	0
0.0142143	1	1	0	3.73396e-12	7872.57	0
0.0142143	1	2	0	2.01179e-12	4241.61	0
0.0142143	1	3	0	3.66199e-12	7720.83	0
0.0142143	1	4	0	3.99716e-11	84275	0
0.0142143	1	5	0	1.98959e-12	4194.8	0
0.0142143	2	6	0	2.09076e-12	4408.1	0
0.0142143	2	7	0	2.66317e-12	5614.94	0
0.0142143	2	8	0	6.20262e-11	130774	0
0.0142143	2	9	0	6.79851e-12	14333.8	0
0.0142143	2	10	0	2.95219e-11	62243.1	0
0.0142143	3	11	0	1.82885e-11	38558.9	0
0.0142143	3	12	0	5.97369e-12	12594.7	0
0.0142143	3	13	0	5.01955e-12	10583.1	0
0.0142143	3	14	0	2.5549e-12	5386.67	0
0.0142143	3	15	0	1.71512e-10	361612	0
0.0142143	4	16	0	9.95436e-12	20987.5	0
0.0142143	4	17	0	8.82149e-12	18599	0
0.0142143	4	18	0	1.90509e-12	4016.63	0
0.0142143	4	19	0	1.75937e-12	3709.41	0
0.0142143	4	20	0	1.09183e-11	23019.9	0
0.0152143	1	1	0	3.73396e-12	7872.57	0
0.0152143	1	2	0	2.01179e-12	4241.61	0
0.0152143	1	3	0	3.66199e-12	7720.83	0
0.0152143	1	4	0	3.99716e-11	84275	0
0.0152143	1	5	0	1.98959e-12	4194.8	0
0.0152143	2	6	0	2.09076e-12	4408.1	0
0.0152143	2	7	0	2.66317e-12	5614.94	0
0.0152143	2	8	0	6.20262e-11	130774	0
0.0152143	2	9	0	6.79851e-12	14333.8	0
0.0152143	2	10	0	2.95219e-11	62243.1	0
0.0152143	3	11	0	1.82885e-11	38558.9	0
0.0152143	3	12	0	5.97369e-12	12594.7	0
0.0152143	3	13	0	5.01955e-12	10583.1	0
0.0152143	3	14	0	2.5549e-12	5386.67	0
0.0152143	3	15	0	1.71512e-10	361612	0
0.0152143	4	16	0	9.95436e-12	20987.5	0
0.0152143	4	17	0	8.82149e-12	18599	0
0.0152143	4	18	0	1.90509e-12	4016.63	0
0.0152143	4	19	0	1.75937e-12	3709.41	0
0.0152143	4	20	0	1.09183e-11	23019.9	0
0.0162143	1	1	0	3.73396e-12	7872.57	0
0.0162143	1	2	0	2.01179e-12	4241.61	0
0.0162143	1	3	0	3.66199e-12	7720.83	0
0.0162143	1	4	0	3.99716e-11	84275	0
0.0162143	1	5	0	1.98959e-12	4194.8	0
0.0162143	2	6	0	2.09076e-12	4408.1	0
0.0162143	2	7	0	2.66317e-12	5614.94	0
0.0162143	2	8	0	6.20262e-11	130774	0
0.0162143	2	9	0	6.79851e-12	14333.8	0
0.0162143	2	10	0	2.95219e-11	62243.1	0
0.0162143	3	11	0	1.82885e-11	38558.9	0
0.0162143	3	12	0	5.97369e-12	12594.7	0
0.0162143	3	13	0	5.01955e-12	10583.1	0
0.0162143	3	14	0	2.5549e-12	5386.67	0
0.0162143	3	15	0	1.71512e-10	361612	0
0.0162143	4	16	0	9.95436e-12	20987.5	0
0.0162143	4	17	0	8.82149e-12	18599	0
0.0162143	4	18	0	1.90509e-12	4016.63	0
0.0162143	4	19	0	1.75937e-12	3709.41	0
0.0162143	4	20	0	1.09183e-11	23019.9	0
0.0172143	1	1	0	3.73396e-12	7872.57	0
0.0172143	1	2	0	2.01179e-12	4241.61	0
0.0172143	1	3	0	3.66199e-12	7720.83	0
0.0172143	1	4	0	3.99716e-11	84275	0
0.0172143	1	5	0	1.98959e-12	4194.8	0
0.0172143	2	6	0	2.09076e-12	4408.1	0
0.0172143	2	7	0	2.66317e-12	5614.94	0
0.0172143	2	8	0	6.20262e-11	130774	0
0.0172143	2	9	0	6.79851e-12	14333.8	0
0.0172143	2	10	0	2.95219e-11	62243.1	0
0.0172143	3	11	0	1.82885e-11	38558.9	0
0.0172143	3	12	0	5.97369e-12	12594.7	0
0.0172143	3	13	0	5.01955e-12	10583.1	0
0.0172143	3	14	0	2.5549e-12	5386.67	0
0.0172143	3	15	0	1.71512e-10	361612	0
0.0172143	4	16	0	9.95436e-12	20987.5	0
0.0172143	4	17	0	8.82149e-12	18599	0
0.0172143	4	18	0	1.90509e-12	4016.63	0
0.0172143	4	19	0	1.75937e-12	3709.41	0
0.0172143	4	20	0	1.09183e-11	23019.9	0
0.0182143	1	1	0	3.73396e-12	7872.57	0
0.0182143	1	2	0	2.01179e-12	4241.61	0
0.0182143	1	3	0	3.66199e-12	7720.83	0
0.0182143	1	4	0	3.99716e-11	84275	0
0.0182143	1	5	0	1.98959e-12	4194.8	0
0.0182143	2	6	0	2.09076e-12	4408.1	0
0.0182143	2	7	0	2.66317e-12	5614.94	0
0.0182143	2	8	0	6.20262e-11	130774	0
0.0182143	2	9	0	6.79851e-12	14333.8	0
0.0182143	2	10	0	2.95219e-11	62243.1	0
0.0182143	3	11	0	1.82885e-11	38558.9	0
0.0182143	3	12	0	5.97369e-12	12594.7	0
0.0182143	3	13	0	5.01955e-12	10583.1	0
0.0182143	3	14	0	2.5549e-12	5386.67	0
0.0182143	3	15	0	1.71512e-10	361612	0
0.0182143	4	16	0	9.95436e-12	20987.5	0
0.0182143	4	17	0	8.82149e-12	18599	0
0.0182143	4	18	0	1.90509e-12	4016.63	0
0.0182143	4	19	0	1.75937e-12	3709.41	0
0.0182143	4	20	0	1.09183e-11	23019.9	0
0.0192143	1	1	0	3.73396e-12	7872.57	0
0.0192143	1	2	0	2.01179e-12	4241.61	0
0.0192143	1	3	0	3.66199e-12	7720.83	0
0.0192143	1	4	0	3.99716e-11	84275	0
0.0192143	1	5	0	1.98959e-12	4194.8	0
0.0192143	2	6	0	2.09076e-12	4408.1	0
0.0192143	2	7	0	2.66317e-12	5614.94	0
0.0192143	2	8	0	6.20262e-11	130774	0
0.0192143	2	9	0	6.79851e-12	14333.8	0
0.0192143	2	10	0	2.95219e-11	62243.1	0
0.0192143	3	11	0	1.82885e-11	38558.9	0
0.0192143	3	12	0	5.97369e-12	12594.7	0
0.0192143	3	13	0	5.01955e-12	10583.1	0
0.0192143	3	14	0	2.5549e-12	5386.67	0
0.0192143	3	15	0	1.71512e-10	361612	0
0.0192143	4	16	0	9.95436e-12	20987.5	0
0.0192143	4	17	0	8.82149e-12	18599	0
0.0192143	4	18	0	1.90509e-12	4016.63	0
0.0192143	4	19	0	1.75937e-12	3709.41	0
0.0192143	4	20	0	1.09183e-11	23019.9	0
0.0202143	1	1	0	3.73396e-12	7872.57	0
0.0202143	1	2	0	2.01179e-12	4241.61	0
0.0202143	1	3	0	3.66199e-12	7720.83	0
0.0202143	1	4	0	3.99716e-11	84275	0
0.0202143	1	5	0	1.98959e-12	4194.8	0
0.0202143	2	6	0	2.09076e-12	4408.1	0
0.0202143	2	7	0	2.66317e-12	5614.94	0
0.0202143	2	8	0	6.20262e-11	130774	0
0.0202143	2	9	0	6.79851e-12	14333.8	0
0.0202143	2	10	0	2.95219e-11	62243.1	0
0.0202143	3	11	0	1.82885e-11	38558.9	0
0.0202143	3	12	0	5.97369e-12	12594.7	0
0.0202143	3	13	0	5.01955e-12	10583.1	0
0.0202143	3	14	0	2.5549e-12	5386.67	0
0.0202143	3	15	0	1.71512e-10	361612	0
0.0202143	4	16	0	9.95436e-12	20987.5	0
0.0202143	4	17	0	8.82149e-12	18599	0
0.0202143	4	18	0	1.90509e-12	4016.63	0
0.0202143	4	19	0	1.75937e-12	3709.41	0
0.0202143	4	20	0	1.09183e-11	23019.9	0
0.0212143	1	1	0	3.73396e-12	7872.57	0
0.0212143	1	2	3	2.01179e-12	4241.61	0
0.0212143	1	3	4	3.66199e-12	7720.83	0
0.0212143	1	4	2	3.99716e-11	84275	0
0.0212143	1	5	1	1.98959e-12	4194.8	0
0.0212143	2	6	1	2.09076e-12	4408.1	0
0.0212143	2	7	2	2.66317e-12	5614.94	0
0.0212143	2	8	3	6.20262e-11	130774	0
0.0212143	2	9	0	6.79851e-12	14333.8	0
0.0212143	2	10	0	2.95219e-11	62243.1	0
0.0212143	3	11	1	1.82885e-11	38558.9	0
0.0212143	3	12	3	5.97369e-12	12594.7	0
0.0212143	3	13	0	5.01955e-12	10583.1	0
0.0212143	3	14	0	2.5549e-12	5386.67	0
0.0212143	3	15	2	1.71512e-10	361612	0
0.0212143	4	16	4	9.95436e-12	20987.5	0
0.0212143	4	17	3	8.82149e-12	18599	0
0.0212143	4	18	1	1.90509e-12	4016.63	0
0.0212143	4	19	0	1.75937e-12	3709.41	0
0.0212143	4	20	2	1.09183e-11	23019.9	0
0.0222143	1	1	0	3.73396e-12	7872.57	0
0.0222143	1	2	3	2.01179e-12	4241.61	0
0.0222143	1	3	4	3.66199e-12	7720.83	0
0.0222143	1	4	2	3.99716e-11	84275	0
0.0222143	1	5	1	1.98959e-12	4194.8	0
0.0222143	2	6	1	2.09076e-12	4408.1	0
0.0222143	2	7	2	2.66317e-12	5614.94	0
0.0222143	2	8	3	6.20262e-11	130774	0
0.0222143	2	9	0	6.79851e-12	14333.8	0
0.0222143	2	10	0	2.95219e-11	62243.1	0
0.0222143	3	11	1	1.82885e-11	38558.9	0
0.0222143	3	12	3	5.97369e-12	12594.7	0
0.0222143	3	13	0	5.01955e-12	10583.1	0
0.0222143	3	14	0	2.5549e-12	5386.67	0
0.0222143	3	15	2	1.71512e-10	361612	0
0.0222143	4	16	4	9.95436e-12	20987.5	0
0.0222143	4	17	3	8.82149e-12	18599	0
0.0222143	4	18	1	1.90509e-12	4016.63	0
0.0222143	4	19	0	1.75937e-12	3709.41	0
0.0222143	4	20	2	1.09183e-11	23019.9	0
0.0232143	1	1	0	3.73396e-12	7872.57	0
0.0232143	1	2	3	2.01179e-12	4241.61	0
0.0232143	1	3	4	3.66199e-12	7720.83	0
0.0232143	1	4	2	3.99716e-11	84275	0
0.0232143	1	5	1	1.98959e-12	4194.8	0
0.0232143	2	6	1	2.09076e-12	4408.1	0
0.0232143	2	7	2	2.66317e-12	5614.94	0
0.0232143	2	8	3	6.20262e-11	130774	0
0.0232143	2	9	0	6.79851e-12	14333.8	0
0.0232143	2	10	0	2.95219e-11	62243.1	0
0.0232143	3	11	1	1.82885e-11	38558.9	0
0.0232143	3	12	3	5.97369e-12	12594.7	0
0.0232143	3	13	0	5.01955e-12	10583.1	0
0.0232143	3	14	0	2.5549e-12	5386.67	0
0.0232143	3	15	2	1.71512e-10	361612	0
0.0232143	4	16	4	9.95436e-12	20987.5	0
0.0232143	4	17	3	8.82149e-12	18599	0
0.0232143	4	18	1	1.90509e-12	4016.63	0
0.0232143	4	19	0	1.75937e-12	3709.41	0
0.0232143	4	20	2	1.09183e-11	23019.9	0
0.0242143	1	1	0	3.73396e-12	7872.57	0
0.0242143	1	2	3	2.01179e-12	4241.61	0
0.0242143	1	3	4	3.66199e-12	7720.83	0
0.0242143	1	4	2	3.99716e-11	84275	0
0.0242143	1	5	1	1.98959e-12	4194.8	0
0.0242143	2	6	1	2.09076e-12	4408.1	0
0.0242143	2	7	2	2.66317e-12	5614.94	0
0.0242143	2	8	3	6.20262e-11	130774	0
0.0242143	2	9	0	6.79851e-12	14333.8	0
0.0242143	2	10	0	2.95219e-11	62243.1	0
0.0242143	3	11	1	1.82885e-11	38558.9	0
0.0242143	3	12	3	5.97369e-12	12594.7	0
0.0242143	3	13	0	5.01955e-12	10583.1	0
0.0242143	3	14	0	2.5549e-12	5386.67	0
0.0242143	3	15	2	1.71512e-10	361612	0
0.0242143	4	16	4	9.95436e-12	20987.5	0
0.0242143	4	17	3	8.82149e-12	18599	0
0.0242143	4	18	1	1.90509e-12	4016.63	0
0.0242143	4	19	0	1.75937e-12	3709.41	0
0.0242143	4	20	2	1.09183e-11	23019.9	0
0.0252143	1	1	0	3.73396e-12	4.75793	0
0.0252143	1	2	3	2.01179e-12	0.936254	0
0.0252143	1	3	4	3.66199e-12	3.15489	0
0.0252143	1	4	2	3.99716e-11	40.3523	0
0.0252143	1	5	1	1.98959e-12	1.66955	0
0.0252143	2	6	1	2.09076e-12	1.78962	0
0.0252143	2	7	2	2.66317e-12	1.45295	0
0.0252143	2	8	3	6.20262e-11	52.3251	0
0.0252143	2	9	0	6.79851e-12	5.02745	0
0.0252143	2	10	0	2.95219e-11	23.5816	0
0.0252143	3	11	1	1.82885e-11	14.0194	0
0.0252143	3	12	3	5.97369e-12	7.83248	0
0.0252143	3	13	0	5.01955e-12	5.80525	0
0.0252143	3	14	0	2.5549e-12	3.70352	0
0.0252143	3	15	2	1.71512e-10	171.202	0
0.0252143	4	16	4	9.95436e-12	7.26494	0
0.0252143	4	17	3	8.82149e-12	11.1929	0
0.0252143	4	18	1	1.90509e-12	2.97685	0
0.0252143	4	19	0	1.75937e-12	2.27445	0
0.0252143	4	20	2	1.09183e-11	13.2407	0
0.0262143	1	1	6	3.73396e-12	4.75793	0
0.0262143	1	2	3	2.01179e-12	0.936254	0
0.0262143	1	3	4	3.66199e-12	3.15489	0
